county,rep_unit,total,richardson,leiber,zuelke,SCATTERING,assembly_district,senate_district,congress_district
MILWAUKEE,City of MILWAUKEE Ward 43,580,533,39,8,0,17,6,4
MILWAUKEE,City of MILWAUKEE Ward 44,512,462,42,8,0,11,4,4
MILWAUKEE,City of MILWAUKEE Ward 45,550,512,31,7,0,11,4,4
MILWAUKEE,City of MILWAUKEE Ward 46,277,258,18,1,0,11,4,4
MILWAUKEE,City of MILWAUKEE Ward 47,320,309,10,1,0,11,4,4
MILWAUKEE,City of MILWAUKEE Ward 48,701,645,46,9,1,11,4,4
MILWAUKEE,City of MILWAUKEE Ward 49,505,467,31,7,0,11,4,4
MILWAUKEE,City of MILWAUKEE Ward 50,362,335,26,1,0,11,4,4
MILWAUKEE,City of MILWAUKEE Ward 51,456,439,15,2,0,11,4,4
MILWAUKEE,City of MILWAUKEE Ward 52,554,432,112,9,1,11,4,4
MILWAUKEE,City of MILWAUKEE Ward 53,431,413,11,7,0,11,4,4
MILWAUKEE,City of MILWAUKEE Ward 54,529,517,9,3,0,11,4,4
MILWAUKEE,City of MILWAUKEE Ward 55,414,393,17,4,0,10,4,4
MILWAUKEE,City of MILWAUKEE Ward 56,930,893,31,6,0,10,4,4
MILWAUKEE,City of MILWAUKEE Ward 57,461,445,13,3,0,10,4,4
MILWAUKEE,City of MILWAUKEE Ward 58,417,399,14,4,0,10,4,4
MILWAUKEE,City of MILWAUKEE Ward 59,370,356,13,1,0,10,4,4
MILWAUKEE,City of MILWAUKEE Ward 60,320,314,2,3,1,10,4,4
MILWAUKEE,City of MILWAUKEE Ward 61,582,536,40,5,1,17,6,4
MILWAUKEE,City of MILWAUKEE Ward 62,686,651,28,6,1,18,6,4
MILWAUKEE,City of MILWAUKEE Ward 63,311,304,4,3,0,17,6,4
MILWAUKEE,City of MILWAUKEE Ward 64,327,317,7,2,1,17,6,4
MILWAUKEE,City of MILWAUKEE Ward 65,415,373,37,5,0,17,6,4
MILWAUKEE,City of MILWAUKEE Ward 66,647,595,44,7,1,17,6,4
MILWAUKEE,City of MILWAUKEE Ward 67,756,701,43,12,0,17,6,4
MILWAUKEE,City of MILWAUKEE Ward 68,450,413,33,2,2,17,6,4
MILWAUKEE,City of MILWAUKEE Ward 69,585,531,43,8,3,17,6,4
MILWAUKEE,City of MILWAUKEE Ward 70,696,624,68,4,0,17,6,4
MILWAUKEE,City of MILWAUKEE Ward 71,497,441,51,4,1,17,6,4
MILWAUKEE,City of MILWAUKEE Ward 72,487,409,70,8,0,17,6,4
MILWAUKEE,City of MILWAUKEE Ward 73,414,370,38,5,1,17,6,4
MILWAUKEE,City of MILWAUKEE Ward 74,414,348,61,3,2,17,6,4
MILWAUKEE,City of MILWAUKEE Ward 75,696,580,102,12,2,12,4,4
MILWAUKEE,City of MILWAUKEE Ward 76,726,593,127,5,1,12,4,4
MILWAUKEE,City of MILWAUKEE Ward 77,792,588,194,10,0,12,4,4
MILWAUKEE,City of MILWAUKEE Ward 78,458,286,162,10,0,12,4,4
MILWAUKEE,City of MILWAUKEE Ward 79,1185,801,366,17,1,17,6,4
MILWAUKEE,City of MILWAUKEE Ward 80,517,351,155,7,4,17,6,4
MILWAUKEE,City of MILWAUKEE Ward 81,574,393,166,14,1,17,6,4
MILWAUKEE,City of MILWAUKEE Ward 82,279,204,72,3,0,12,4,4
MILWAUKEE,City of MILWAUKEE Ward 83,1281,857,389,33,2,17,6,4
MILWAUKEE,City of MILWAUKEE Ward 84,526,490,32,4,0,18,6,4
MILWAUKEE,City of MILWAUKEE Ward 85,1118,843,254,19,2,17,6,4
MILWAUKEE,City of MILWAUKEE Ward 86,609,458,145,6,0,17,6,4
MILWAUKEE,City of MILWAUKEE Ward 87,606,461,132,13,0,17,6,4
MILWAUKEE,City of MILWAUKEE Ward 88,837,756,75,4,2,17,6,4
MILWAUKEE,City of MILWAUKEE Ward 89,793,628,143,18,4,17,6,4
MILWAUKEE,City of MILWAUKEE Ward 90,794,585,191,18,0,17,6,4
MILWAUKEE,City of MILWAUKEE Ward 91,236,223,11,2,0,17,6,4
MILWAUKEE,City of MILWAUKEE Ward 92,472,432,35,5,0,17,6,4
MILWAUKEE,City of MILWAUKEE Ward 93,692,601,83,7,1,17,6,4
MILWAUKEE,City of MILWAUKEE Ward 94,549,398,145,6,0,17,6,4
MILWAUKEE,City of MILWAUKEE Ward 95,466,444,17,5,0,17,6,4
MILWAUKEE,City of MILWAUKEE Ward 96,764,684,73,6,1,17,6,4
MILWAUKEE,City of MILWAUKEE Ward 97,447,432,11,4,0,17,6,4
MILWAUKEE,City of MILWAUKEE Ward 98,616,584,22,10,0,18,6,4
MILWAUKEE,City of MILWAUKEE Ward 99,724,685,36,3,0,18,6,4
MILWAUKEE,City of MILWAUKEE Ward 100,303,276,22,3,2,18,6,4
MILWAUKEE,City of MILWAUKEE Ward 101,640,617,17,5,1,18,6,4
MILWAUKEE,City of MILWAUKEE Ward 102,233,224,6,1,2,16,6,4
MILWAUKEE,City of MILWAUKEE Ward 103,291,280,9,2,0,16,6,4
MILWAUKEE,City of MILWAUKEE Ward 104,552,527,13,9,3,16,6,4
MILWAUKEE,City of MILWAUKEE Ward 105,419,407,12,0,0,16,6,4
MILWAUKEE,City of MILWAUKEE Ward 106,277,270,5,2,0,16,6,4
MILWAUKEE,City of MILWAUKEE Ward 107,240,232,4,3,1,16,6,4
MILWAUKEE,City of MILWAUKEE Ward 108,307,290,16,1,0,10,4,4
MILWAUKEE,City of MILWAUKEE Ward 109,305,298,4,2,1,10,4,4
MILWAUKEE,City of MILWAUKEE Ward 110,293,286,5,2,0,10,4,4
MILWAUKEE,City of MILWAUKEE Ward 111,506,492,12,2,0,10,4,4
MILWAUKEE,City of MILWAUKEE Ward 112,214,209,5,0,0,10,4,4
MILWAUKEE,City of MILWAUKEE Ward 113,299,287,9,2,1,10,4,4
MILWAUKEE,City of MILWAUKEE Ward 114,257,246,10,0,1,10,4,4
MILWAUKEE,City of MILWAUKEE Ward 115,371,353,10,5,3,10,4,4
MILWAUKEE,City of MILWAUKEE Ward 116,279,268,8,2,1,10,4,4
MILWAUKEE,City of MILWAUKEE Ward 117,398,382,12,4,0,10,4,4
MILWAUKEE,City of MILWAUKEE Ward 118,407,388,16,2,1,10,4,4
MILWAUKEE,City of MILWAUKEE Ward 119,786,735,46,4,1,10,4,4
MILWAUKEE,City of MILWAUKEE Ward 120,428,392,32,3,1,10,4,4
MILWAUKEE,City of MILWAUKEE Ward 121,735,660,60,15,0,10,4,4
MILWAUKEE,City of MILWAUKEE Ward 122,718,661,45,12,0,19,7,4
MILWAUKEE,City of MILWAUKEE Ward 123,1022,842,159,21,0,19,7,4
MILWAUKEE,City of MILWAUKEE Ward 124,1069,911,136,21,1,19,7,4
MILWAUKEE,City of MILWAUKEE Ward 125,817,693,116,6,2,19,7,4
MILWAUKEE,City of MILWAUKEE Ward 126,681,558,111,12,0,19,7,4
MILWAUKEE,City of MILWAUKEE Ward 127,975,732,231,12,0,19,7,4
MILWAUKEE,City of MILWAUKEE Ward 128,1352,1031,300,21,0,19,7,4
MILWAUKEE,City of MILWAUKEE Ward 129,684,591,81,11,1,19,7,4
MILWAUKEE,City of MILWAUKEE Ward 130,675,594,71,9,1,19,7,4
MILWAUKEE,City of MILWAUKEE Ward 131,1002,853,121,25,3,19,7,4
MILWAUKEE,City of MILWAUKEE Ward 132,842,729,96,17,0,19,7,4
MILWAUKEE,City of MILWAUKEE Ward 133,571,496,71,4,0,19,7,4
MILWAUKEE,City of MILWAUKEE Ward 134,779,733,38,7,1,16,6,4
MILWAUKEE,City of MILWAUKEE Ward 135,1181,1093,69,15,4,16,6,4
MILWAUKEE,City of MILWAUKEE Ward 136,233,213,18,2,0,10,4,4
MILWAUKEE,City of MILWAUKEE Ward 137,362,337,15,7,3,16,6,4
MILWAUKEE,City of MILWAUKEE Ward 138,401,384,9,6,2,16,6,4
MILWAUKEE,City of MILWAUKEE Ward 139,249,239,9,1,0,16,6,4
MILWAUKEE,City of MILWAUKEE Ward 140,437,413,10,13,1,16,6,4
MILWAUKEE,City of MILWAUKEE Ward 141,389,276,108,5,0,19,7,4
MILWAUKEE,City of MILWAUKEE Ward 142,256,246,8,2,0,16,6,4
MILWAUKEE,City of MILWAUKEE Ward 143,271,263,6,2,0,16,6,4
MILWAUKEE,City of MILWAUKEE Ward 144,371,351,14,3,3,16,6,4
MILWAUKEE,City of MILWAUKEE Ward 145,379,363,14,2,0,16,6,4
MILWAUKEE,City of MILWAUKEE Ward 146,339,309,25,3,2,16,6,4
MILWAUKEE,City of MILWAUKEE Ward 147,210,199,8,3,0,16,6,4
MILWAUKEE,City of MILWAUKEE Ward 148,199,193,4,2,0,16,6,4
MILWAUKEE,City of MILWAUKEE Ward 149,431,407,18,4,2,18,6,4
MILWAUKEE,City of MILWAUKEE Ward 150,332,315,13,3,1,18,6,4
MILWAUKEE,City of MILWAUKEE Ward 151,229,214,14,0,1,18,6,4
MILWAUKEE,City of MILWAUKEE Ward 152,395,366,20,8,1,18,6,4
MILWAUKEE,City of MILWAUKEE Ward 153,347,304,33,9,1,18,6,4
MILWAUKEE,City of MILWAUKEE Ward 154,371,356,11,4,0,18,6,4
MILWAUKEE,City of MILWAUKEE Ward 155,373,341,26,5,1,18,6,4
MILWAUKEE,City of MILWAUKEE Ward 156,803,526,265,11,1,19,7,4
MILWAUKEE,City of MILWAUKEE Ward 157,339,323,15,1,0,18,6,4
MILWAUKEE,City of MILWAUKEE Ward 158,846,579,247,18,2,19,7,4
MILWAUKEE,City of MILWAUKEE Ward 159,318,295,19,3,1,17,6,4
MILWAUKEE,City of MILWAUKEE Ward 160,412,360,44,8,0,17,6,4
MILWAUKEE,City of MILWAUKEE Ward 161,449,362,77,8,2,17,6,4
MILWAUKEE,City of MILWAUKEE Ward 162,1154,884,248,21,1,19,7,4
MILWAUKEE,City of MILWAUKEE Ward 163,612,497,101,13,1,18,6,4
MILWAUKEE,City of MILWAUKEE Ward 164,1567,1249,292,24,2,18,6,4
MILWAUKEE,City of MILWAUKEE Ward 165,283,265,15,2,1,18,6,4
MILWAUKEE,City of MILWAUKEE Ward 166,219,206,9,3,1,16,6,4
MILWAUKEE,City of MILWAUKEE Ward 167,84,73,11,0,0,16,6,4
MILWAUKEE,City of MILWAUKEE Ward 168,220,204,15,1,0,16,6,4
MILWAUKEE,City of MILWAUKEE Ward 169,383,361,18,2,2,16,6,4
MILWAUKEE,City of MILWAUKEE Ward 170,416,391,18,4,3,16,6,4
MILWAUKEE,City of MILWAUKEE Ward 171,383,355,25,3,0,16,6,4
MILWAUKEE,City of MILWAUKEE Ward 172,409,389,16,2,2,16,6,4
MILWAUKEE,City of MILWAUKEE Ward 173,1583,1315,250,18,0,16,6,4
MILWAUKEE,City of MILWAUKEE Ward 174,1203,1006,182,14,1,19,7,4
MILWAUKEE,City of MILWAUKEE Ward 175,1405,1231,153,18,3,19,7,4
MILWAUKEE,City of MILWAUKEE Ward 176,943,776,159,7,1,19,7,4
MILWAUKEE,City of MILWAUKEE Ward 177,1409,1077,313,18,1,19,7,4
MILWAUKEE,City of MILWAUKEE Ward 178,973,791,166,12,4,19,7,4
MILWAUKEE,City of MILWAUKEE Ward 179,702,574,118,9,1,19,7,4
MILWAUKEE,City of MILWAUKEE Ward 180,1141,863,254,23,1,19,7,4
MILWAUKEE,City of MILWAUKEE Ward 181,933,732,184,17,0,19,7,4
MILWAUKEE,City of MILWAUKEE Ward 182,892,648,235,9,0,19,7,4
MILWAUKEE,City of MILWAUKEE Ward 183,631,494,128,8,1,16,6,4
MILWAUKEE,City of MILWAUKEE Ward 184,449,334,109,6,0,16,6,4
MILWAUKEE,City of MILWAUKEE Ward 185,359,276,75,8,0,16,6,4
MILWAUKEE,City of MILWAUKEE Ward 186,585,445,127,12,1,16,6,4
MILWAUKEE,City of MILWAUKEE Ward 187,742,519,210,13,0,16,6,4
MILWAUKEE,City of MILWAUKEE Ward 188,273,249,20,4,0,16,6,4
MILWAUKEE,City of MILWAUKEE Ward 189,279,259,15,3,2,18,6,4
MILWAUKEE,City of MILWAUKEE Ward 190,287,241,37,9,0,18,6,4
MILWAUKEE,City of MILWAUKEE Ward 191,152,136,14,1,1,18,6,4
MILWAUKEE,City of MILWAUKEE Ward 192,143,119,20,3,1,18,6,4
MILWAUKEE,City of MILWAUKEE Ward 193,517,449,56,12,0,18,6,4
MILWAUKEE,City of MILWAUKEE Ward 194,348,295,47,6,0,18,6,4
MILWAUKEE,City of MILWAUKEE Ward 195,387,357,27,3,0,18,6,4
MILWAUKEE,City of MILWAUKEE Ward 196,216,193,20,3,0,16,6,4
MILWAUKEE,City of MILWAUKEE Ward 197,215,193,20,2,0,18,6,4
MILWAUKEE,City of MILWAUKEE Ward 198,549,448,87,13,1,18,6,4
MILWAUKEE,City of MILWAUKEE Ward 199,1288,1065,198,23,2,18,6,4
MILWAUKEE,City of MILWAUKEE Ward 200,656,490,152,14,0,18,6,4
MILWAUKEE,City of MILWAUKEE Ward 201,544,391,140,10,3,7,3,4
MILWAUKEE,City of MILWAUKEE Ward 202,555,354,178,23,0,7,3,4
MILWAUKEE,City of MILWAUKEE Ward 203,672,417,236,19,0,7,3,4
MILWAUKEE,City of MILWAUKEE Ward 204,624,373,232,19,0,7,3,4
MILWAUKEE,City of MILWAUKEE Ward 205,461,218,231,12,0,7,3,4
MILWAUKEE,City of MILWAUKEE Ward 206,560,352,196,12,0,7,3,4
MILWAUKEE,City of MILWAUKEE Ward 207,593,357,219,15,2,7,3,4
MILWAUKEE,City of MILWAUKEE Ward 208,658,425,213,20,0,7,3,4
MILWAUKEE,City of MILWAUKEE Ward 209,286,214,62,10,0,18,6,4
MILWAUKEE,City of MILWAUKEE Ward 210,222,190,30,2,0,9,3,4
MILWAUKEE,City of MILWAUKEE Ward 211,173,140,30,3,0,9,3,4
MILWAUKEE,City of MILWAUKEE Ward 212,367,290,70,6,1,9,3,4
MILWAUKEE,City of MILWAUKEE Ward 213,449,341,94,14,0,9,3,4
MILWAUKEE,City of MILWAUKEE Ward 214,262,203,53,6,0,9,3,4
MILWAUKEE,City of MILWAUKEE Ward 215,320,248,63,9,0,9,3,4
MILWAUKEE,City of MILWAUKEE Ward 216,570,440,115,15,0,9,3,4
MILWAUKEE,City of MILWAUKEE Ward 217,288,227,53,7,1,8,3,4
MILWAUKEE,City of MILWAUKEE Ward 218,371,283,79,9,0,8,3,4
MILWAUKEE,City of MILWAUKEE Ward 219,201,148,49,4,0,8,3,4
MILWAUKEE,City of MILWAUKEE Ward 220,186,141,40,5,0,8,3,4
MILWAUKEE,City of MILWAUKEE Ward 221,135,115,19,1,0,9,3,4
MILWAUKEE,City of MILWAUKEE Ward 222,417,348,61,7,1,9,3,4
MILWAUKEE,City of MILWAUKEE Ward 223,456,405,46,5,0,8,3,4
MILWAUKEE,City of MILWAUKEE Ward 224,146,125,19,2,0,8,3,4
MILWAUKEE,City of MILWAUKEE Ward 225,343,275,63,4,1,8,3,4
MILWAUKEE,City of MILWAUKEE Ward 226,141,107,30,4,0,8,3,4
MILWAUKEE,City of MILWAUKEE Ward 227,112,90,14,8,0,8,3,4
MILWAUKEE,City of MILWAUKEE Ward 228,180,152,25,3,0,8,3,4
MILWAUKEE,City of MILWAUKEE Ward 229,184,162,18,3,1,8,3,4
MILWAUKEE,City of MILWAUKEE Ward 230,1176,861,303,12,0,8,3,4
MILWAUKEE,City of MILWAUKEE Ward 231,263,211,44,7,1,8,3,4
MILWAUKEE,City of MILWAUKEE Ward 232,337,293,38,3,3,8,3,4
MILWAUKEE,City of MILWAUKEE Ward 233,209,175,31,3,0,8,3,4
MILWAUKEE,City of MILWAUKEE Ward 234,166,128,31,6,1,8,3,4
MILWAUKEE,City of MILWAUKEE Ward 235,285,232,45,8,0,8,3,4
MILWAUKEE,City of MILWAUKEE Ward 236,1039,855,165,18,1,19,7,4
MILWAUKEE,City of MILWAUKEE Ward 237,724,588,115,21,0,19,7,4
MILWAUKEE,City of MILWAUKEE Ward 238,928,743,174,9,2,19,7,4
MILWAUKEE,City of MILWAUKEE Ward 239,1330,1084,225,19,2,19,7,4
MILWAUKEE,City of MILWAUKEE Ward 240,1122,917,182,22,1,20,7,4
MILWAUKEE,City of MILWAUKEE Ward 241,1043,883,147,12,1,19,7,4
MILWAUKEE,City of MILWAUKEE Ward 242,267,196,65,6,0,8,3,4
MILWAUKEE,City of MILWAUKEE Ward 243,228,169,55,4,0,8,3,4
MILWAUKEE,City of MILWAUKEE Ward 244,117,86,25,6,0,8,3,4
MILWAUKEE,City of MILWAUKEE Ward 245,124,93,28,3,0,8,3,4
MILWAUKEE,City of MILWAUKEE Ward 246,140,114,23,3,0,8,3,4
MILWAUKEE,City of MILWAUKEE Ward 247,355,290,56,8,1,8,3,4
MILWAUKEE,City of MILWAUKEE Ward 248,429,322,96,10,1,9,3,4
MILWAUKEE,City of MILWAUKEE Ward 249,315,238,67,10,0,9,3,4
MILWAUKEE,City of MILWAUKEE Ward 250,244,166,71,7,0,9,3,4
MILWAUKEE,City of MILWAUKEE Ward 251,144,89,53,2,0,9,3,4
MILWAUKEE,City of MILWAUKEE Ward 252,347,237,96,14,0,9,3,4
MILWAUKEE,City of MILWAUKEE Ward 253,731,488,225,16,2,9,3,4
MILWAUKEE,City of MILWAUKEE Ward 254,838,497,323,18,0,7,3,4
MILWAUKEE,City of MILWAUKEE Ward 255,440,247,188,4,1,7,3,4
MILWAUKEE,City of MILWAUKEE Ward 256,531,264,256,11,0,7,3,4
MILWAUKEE,City of MILWAUKEE Ward 257,471,288,172,11,0,7,3,4
MILWAUKEE,City of MILWAUKEE Ward 258,553,322,217,13,1,7,3,4
MILWAUKEE,City of MILWAUKEE Ward 259,388,207,172,9,0,84,28,4
MILWAUKEE,City of MILWAUKEE Ward 260,757,415,322,20,0,84,28,4
MILWAUKEE,City of MILWAUKEE Ward 261,1078,593,462,23,0,84,28,4
MILWAUKEE,City of MILWAUKEE Ward 262,791,370,396,24,1,84,28,4
MILWAUKEE,City of MILWAUKEE Ward 263,461,206,240,14,1,84,28,4
MILWAUKEE,City of MILWAUKEE Ward 264,416,213,194,8,1,84,28,4
MILWAUKEE,City of MILWAUKEE Ward 265,964,516,431,16,1,84,28,4
MILWAUKEE,City of MILWAUKEE Ward 266,971,521,433,17,0,84,28,4
MILWAUKEE,City of MILWAUKEE Ward 267,881,462,403,16,0,84,28,4
MILWAUKEE,City of MILWAUKEE Ward 268,426,217,197,12,0,7,3,4
MILWAUKEE,City of MILWAUKEE Ward 269,577,298,256,22,1,7,3,4
MILWAUKEE,City of MILWAUKEE Ward 270,938,670,254,13,1,7,3,4
MILWAUKEE,City of MILWAUKEE Ward 271,467,284,171,11,1,9,3,4
MILWAUKEE,City of MILWAUKEE Ward 272,519,381,125,12,1,9,3,4
MILWAUKEE,City of MILWAUKEE Ward 273,207,149,51,7,0,9,3,4
MILWAUKEE,City of MILWAUKEE Ward 274,221,136,76,9,0,9,3,4
MILWAUKEE,City of MILWAUKEE Ward 275,362,247,106,9,0,9,3,4
MILWAUKEE,City of MILWAUKEE Ward 276,948,631,298,16,3,9,3,4
MILWAUKEE,City of MILWAUKEE Ward 277,434,314,111,9,0,9,3,4
MILWAUKEE,City of MILWAUKEE Ward 278,288,211,63,14,0,9,3,4
MILWAUKEE,City of MILWAUKEE Ward 279,323,214,101,8,0,9,3,4
MILWAUKEE,City of MILWAUKEE Ward 280,372,259,108,4,1,8,3,4
MILWAUKEE,City of MILWAUKEE Ward 281,635,437,182,16,0,20,7,4
MILWAUKEE,City of MILWAUKEE Ward 282,635,459,163,13,0,20,7,4
MILWAUKEE,City of MILWAUKEE Ward 283,79,58,20,1,0,8,3,4
MILWAUKEE,City of MILWAUKEE Ward 284,758,543,199,16,0,20,7,4
MILWAUKEE,City of MILWAUKEE Ward 285,746,596,135,13,2,20,7,4
MILWAUKEE,City of MILWAUKEE Ward 286,618,489,121,8,0,20,7,4
MILWAUKEE,City of MILWAUKEE Ward 287,759,563,184,12,0,20,7,4
MILWAUKEE,City of MILWAUKEE Ward 288,1049,861,177,11,0,20,7,4
MILWAUKEE,City of MILWAUKEE Ward 289,952,650,281,20,1,20,7,4
MILWAUKEE,City of MILWAUKEE Ward 290,635,396,224,14,1,20,7,4
MILWAUKEE,City of MILWAUKEE Ward 291,629,432,183,14,0,20,7,4
MILWAUKEE,City of MILWAUKEE Ward 292,556,329,210,16,1,20,7,4
MILWAUKEE,City of MILWAUKEE Ward 293,888,553,308,25,2,20,7,4
MILWAUKEE,City of MILWAUKEE Ward 294,535,356,170,8,1,9,3,4
MILWAUKEE,City of MILWAUKEE Ward 295,705,433,255,17,0,9,3,4
MILWAUKEE,City of MILWAUKEE Ward 296,815,488,305,21,1,7,3,4
MILWAUKEE,City of MILWAUKEE Ward 297,212,130,75,7,0,7,3,4
MILWAUKEE,City of MILWAUKEE Ward 298,440,255,174,11,0,7,3,4
MILWAUKEE,City of MILWAUKEE Ward 299,701,395,293,13,0,7,3,4
MILWAUKEE,City of MILWAUKEE Ward 300,667,346,309,12,0,20,7,4
MILWAUKEE,City of MILWAUKEE Ward 301,558,321,224,11,2,20,7,4
MILWAUKEE,City of MILWAUKEE Ward 302,615,335,268,12,0,20,7,4
MILWAUKEE,City of MILWAUKEE Ward 303,572,296,262,14,0,20,7,4
MILWAUKEE,City of MILWAUKEE Ward 304,1056,653,376,26,1,20,7,4
MILWAUKEE,City of MILWAUKEE Ward 305,107,90,14,3,0,8,3,4
MILWAUKEE,City of MILWAUKEE Ward 306,95,80,14,1,0,8,3,4
MILWAUKEE,City of MILWAUKEE Ward 307,105,71,26,7,1,8,3,4
MILWAUKEE,City of MILWAUKEE Ward 308,131,95,35,1,0,8,3,4
MILWAUKEE,City of MILWAUKEE Ward 309,286,229,49,8,0,8,3,4
MILWAUKEE,City of MILWAUKEE Ward 310,303,243,58,2,0,8,3,4
MILWAUKEE,City of MILWAUKEE Ward 311,552,356,186,9,1,9,3,4
MILWAUKEE,City of MILWAUKEE Ward 312,191,139,49,3,0,9,3,4
MILWAUKEE,City of MILWAUKEE Ward 313,386,217,157,12,0,20,7,4
MILWAUKEE,City of MILWAUKEE Ward 314,376,179,188,9,0,20,7,4
MILWAUKEE,City of MILWAUKEE Ward 315,868,729,120,18,1,12,4,4
MILWAUKEE,City of MILWAUKEE Ward 318,127,110,13,4,0,11,4,4
MILWAUKEE,City of MILWAUKEE Ward 319,74,53,17,4,0,17,6,4
MILWAUKEE,City of MILWAUKEE Ward 320,71,42,27,2,0,17,6,4
MILWAUKEE,City of MILWAUKEE Ward 321,200,149,45,5,1,17,6,4
MILWAUKEE,City of MILWAUKEE Ward 322,104,101,1,2,0,17,6,4
MILWAUKEE,City of MILWAUKEE Ward 323,128,126,0,2,0,17,6,4
MILWAUKEE,City of MILWAUKEE Ward 324,191,186,1,4,0,17,6,4
MILWAUKEE,City of MILWAUKEE Ward 325,72,67,3,2,0,17,6,4
MILWAUKEE,City of MILWAUKEE Ward 326,10,9,0,1,0,17,6,4
MILWAUKEE,City of MILWAUKEE Ward 327,0,0,0,0,0,17,6,4
MILWAUKEE,City of MILWAUKEE Ward 328,270,234,30,6,0,17,6,4
MILWAUKEE,City of MILWAUKEE Ward 329,21,21,0,0,0,16,6,4
MILWAUKEE,City of MILWAUKEE Ward 330,125,121,2,2,0,10,4,4
MILWAUKEE,City of MILWAUKEE Ward 331,442,399,33,8,2,16,6,4
MILWAUKEE,City of MILWAUKEE Ward 332,114,100,13,1,0,16,6,4
MILWAUKEE,City of MILWAUKEE Ward 333,18,14,4,0,0,18,6,4
MILWAUKEE,City of MILWAUKEE Ward 334,46,41,4,1,0,18,6,4
MILWAUKEE,City of MILWAUKEE Ward 335,153,117,33,3,0,16,6,4
MILWAUKEE,City of MILWAUKEE Ward 336,129,107,17,3,2,16,6,4
MILWAUKEE,City of MILWAUKEE Ward 337,0,0,0,0,0,8,3,4
MILWAUKEE,City of MILWAUKEE Ward 338,0,0,0,0,0,9,3,4
MILWAUKEE,City of MILWAUKEE Ward 339,25,24,1,0,0,8,3,4
MILWAUKEE,City of MILWAUKEE Ward 340,0,0,0,0,0,19,7,4
MILWAUKEE,City of MILWAUKEE Ward 341,0,0,0,0,0,19,7,4
MILWAUKEE,City of MILWAUKEE Ward 342,61,40,20,1,0,8,3,4
MILWAUKEE,City of MILWAUKEE Ward 343,231,119,110,2,0,7,3,4
MILWAUKEE,City of MILWAUKEE Ward 344,235,156,78,1,0,7,3,4
MILWAUKEE,City of MILWAUKEE Ward 345,399,260,126,12,1,7,3,4
MILWAUKEE,City of MILWAUKEE Ward 346,68,57,9,2,0,9,3,4
MILWAUKEE,City of MILWAUKEE Ward 347,535,426,101,8,0,20,7,4
MILWAUKEE,City of MILWAUKEE Ward 348,535,411,112,11,1,20,7,4
MILWAUKEE,City of MILWAUKEE Ward 349,532,262,260,10,0,84,28,4
MILWAUKEE,City of MILWAUKEE Ward 350,5,2,3,0,0,7,3,4
MILWAUKEE,City of MILWAUKEE Ward 351,0,0,0,0,0,7,3,4
MILWAUKEE,City of MILWAUKEE Ward 352,0,0,0,0,0,20,7,4
MILWAUKEE,City of MILWAUKEE Ward 353,0,0,0,0,0,16,6,4
MILWAUKEE,City of MILWAUKEE Ward 354,0,0,0,0,0,16,6,4
MILWAUKEE,City of OAK CREEK Ward 1,809,389,408,12,0,21,7,1
MILWAUKEE,City of OAK CREEK Ward 2,902,413,474,14,1,21,7,1
MILWAUKEE,City of OAK CREEK Ward 3,1007,475,510,22,0,21,7,1
MILWAUKEE,City of OAK CREEK Ward 4,1061,477,568,16,0,21,7,1
MILWAUKEE,City of OAK CREEK Ward 5,629,325,293,11,0,21,7,1
MILWAUKEE,City of OAK CREEK Ward 6,858,435,407,16,0,21,7,1
MILWAUKEE,City of OAK CREEK Ward 7,739,348,382,9,0,21,7,1
MILWAUKEE,City of OAK CREEK Ward 8,954,358,579,17,0,21,7,1
MILWAUKEE,City of OAK CREEK Ward 9,939,448,471,19,1,21,7,1
MILWAUKEE,City of OAK CREEK Ward 10,769,353,400,15,1,21,7,1
MILWAUKEE,City of OAK CREEK Ward 11,927,377,521,28,1,21,7,1
MILWAUKEE,City of OAK CREEK Ward 12,1067,433,615,18,1,21,7,1
MILWAUKEE,City of OAK CREEK Ward 13,1028,418,593,17,0,21,7,1
MILWAUKEE,City of OAK CREEK Ward 14,1013,443,550,19,1,21,7,1
MILWAUKEE,City of OAK CREEK Ward 15,1035,420,592,23,0,21,7,1
MILWAUKEE,City of OAK CREEK Ward 16,568,296,261,9,2,21,7,1
MILWAUKEE,City of OAK CREEK Ward 17,767,406,350,11,0,21,7,1
MILWAUKEE,City of OAK CREEK Ward 18,665,393,252,20,0,21,7,1
MILWAUKEE,City of ST. FRANCIS Wards 1-4,1272,773,472,26,1,20,7,1
MILWAUKEE,City of ST. FRANCIS Wards 5-8,1426,823,569,34,0,20,7,1
MILWAUKEE,City of ST. FRANCIS Wards 9-12,1855,1178,639,37,1,20,7,1
MILWAUKEE,City of SOUTH MILWAUKEE Wards 1-4,2063,1154,851,57,1,21,7,1
MILWAUKEE,City of SOUTH MILWAUKEE Wards 5-8,1782,892,848,41,1,21,7,1
MILWAUKEE,City of SOUTH MILWAUKEE Wards 9-12,2398,1170,1179,47,2,21,7,1
MILWAUKEE,City of SOUTH MILWAUKEE Wards 13-16,2004,956,992,53,3,21,7,1
MILWAUKEE,City of WAUWATOSA Ward 1,1175,882,283,10,0,14,5,4
MILWAUKEE,City of WAUWATOSA Ward 2B,77,52,23,2,0,18,6,4
MILWAUKEE,City of WAUWATOSA Ward 2A,1115,772,326,16,1,14,5,4
