county,rep_unit,assembly_district,senate_district,congress_district
DUNN,Village of ELK MOUND Ward 1,29,10,3
DUNN,Village of KNAPP Ward 1,29,10,3
DUNN,Village of RIDGELAND Ward 1,29,10,3
DUNN,Village of WHEELER Ward 1,29,10,3
POLK,Town of CLEAR LAKE Ward 1,29,10,7
POLK,Village of CLEAR LAKE Wards 1-2,29,10,7
ST. CROIX,City of GLENWOOD CITY Wards 1-2,29,10,7
ST. CROIX,Town of BALDWIN Wards 1-2,29,10,7
ST. CROIX,Town of CADY Ward 1,29,10,7
ST. CROIX,Town of CYLON Ward 1,29,10,7
ST. CROIX,Town of EMERALD Ward 1,29,10,7
ST. CROIX,Town of FOREST Ward 1,29,10,7
ST. CROIX,Town of GLENWOOD Ward 1,29,10,7
ST. CROIX,Town of HAMMOND Wards 1-3,29,10,7
ST. CROIX,Town of SPRINGFIELD Ward 1,29,10,7
ST. CROIX,Town of STANTON Wards 1-2,29,10,7
ST. CROIX,Village of BALDWIN Wards 1-6,29,10,7
ST. CROIX,Village of DEER PARK Ward 1,29,10,7
ST. CROIX,Village of HAMMOND Wards 1-4,29,10,7
ST. CROIX,Village of STAR PRAIRIE Ward 1,29,10,7
ST. CROIX,Village of WILSON Ward 1,29,10,7
ST. CROIX,Village of WOODVILLE Wards 1-2,29,10,7
PIERCE,Town of CLIFTON Wards 1-4,30,10,3
ST. CROIX,City of HUDSON Wards 1-2,30,10,7
ST. CROIX,City of HUDSON Wards 11-12,30,10,7
ST. CROIX,City of HUDSON Wards 3-4,30,10,7
ST. CROIX,City of HUDSON Wards 5-6,30,10,7
ST. CROIX,City of HUDSON Wards 7-8,30,10,7
ST. CROIX,City of HUDSON Wards 9-10,30,10,7
ST. CROIX,CITY OF RIVER FALLS Wards 1-5,30,10,7
ST. CROIX,Town of EAU GALLE Wards 1-2,30,10,7
ST. CROIX,Town of ERIN PRAIRIE Ward 1,30,10,7
ST. CROIX,Town of HUDSON Wards 1-14,30,10,7
ST. CROIX,Town of KINNICKINNIC Wards 1-3,30,10,7
ST. CROIX,Town of PLEASANT VALLEY Ward 1,30,10,7
ST. CROIX,Town of RICHMOND Wards 1-6,30,10,7
ST. CROIX,Town of RUSH RIVER Ward 1,30,10,7
ST. CROIX,Town of SOMERSET Wards 1-6,30,10,7
ST. CROIX,Town of ST. JOSEPH Wards 1-6,30,10,7
ST. CROIX,Town of TROY Wards 1-8,30,10,7
ST. CROIX,Town of WARREN Wards 1-3,30,10,7
ST. CROIX,Village of NORTH HUDSON Wards 1-6,30,10,7
ST. CROIX,Village of ROBERTS Wards 1-4,30,10,7
ROCK,City of BELOIT Ward 18,31,11,1
ROCK,City of BELOIT Ward 19,31,11,1
ROCK,City of BELOIT Ward 20,31,11,1
ROCK,City of BELOIT Ward 22,31,11,1
ROCK,City of BELOIT Ward 23,31,11,1
ROCK,City of BELOIT Ward 25,31,11,2
ROCK,City of BELOIT Ward 29,31,11,1
ROCK,City of JANESVILLE Ward 13,31,11,1
ROCK,Town of BELOIT Ward 13,31,11,2
ROCK,Town of BELOIT Ward 4,31,11,2
ROCK,Town of BELOIT Ward 5,31,11,1
ROCK,Town of BELOIT Ward 8,31,11,1
ROCK,Town of BELOIT Wards 9-12,31,11,2
ROCK,Town of BRADFORD Wards 1-2,31,11,1
ROCK,Town of CLINTON Ward 1,31,11,1
ROCK,Town of JOHNSTOWN Ward 1,31,11,1
ROCK,Town of LA PRAIRIE Ward 1,31,11,1
ROCK,Town of LA PRAIRIE Ward 2,31,11,2
ROCK,Town of TURTLE Ward 1,31,11,2
ROCK,Town of TURTLE Wards 2-4,31,11,1
ROCK,Village of CLINTON Wards 1-3,31,11,1
WALWORTH,City of ELKHORN Wards 1-7,31,11,1
WALWORTH,City of WHITEWATER Wards 1-2,31,11,1
WALWORTH,City of WHITEWATER Wards 3-5,31,11,1
WALWORTH,City of WHITEWATER Wards 6-8,31,11,1
WALWORTH,City of WHITEWATER Wards 9-10,31,11,1
WALWORTH,Town of DARIEN Wards 1-3,31,11,1
WALWORTH,Town of LA GRANGE Wards 1-3,31,11,1
WALWORTH,Town of LAFAYETTE Wards 1-3,31,11,1
WALWORTH,Town of RICHMOND Wards 1-3,31,11,1
WALWORTH,Town of SPRING PRAIRIE Wards 1-4,31,11,1
WALWORTH,Town of SUGAR CREEK Wards 1-7,31,11,1
WALWORTH,Town of WHITEWATER Wards 1-3,31,11,1
WALWORTH,Village of DARIEN Wards 1-2,31,11,1
KENOSHA,"Town of WHEATLAND Wards 1,2,3,4,5",32,11,1
KENOSHA,VILLAGE OF GENOA CITY Ward 6,32,11,1
WALWORTH,City of DELAVAN Wards 1-10,32,11,1
WALWORTH,City of LAKE GENEVA Wards 1-10,32,11,1
WALWORTH,Town of BLOOMFIELD Wards 1-2,32,11,1
WALWORTH,Town of DELAVAN Wards 1-9,32,11,1
WALWORTH,Town of GENEVA Wards 1-10,32,11,1
WALWORTH,Town of LINN Ward 5,32,11,1
WALWORTH,"Town of LINN Wards 1-4,6",32,11,1
WALWORTH,Town of LYONS Wards 1-7,32,11,1
WALWORTH,Town of SHARON Ward 1,32,11,1
WALWORTH,Town of WALWORTH Wards 1-4,32,11,1
WALWORTH,Village of BLOOMFIELD Wards 1-5,32,11,1
WALWORTH,Village of FONTANA Wards 1-3,32,11,1
WALWORTH,Village of GENOA CITY Wards 1-5,32,11,1
WALWORTH,Village of SHARON Wards 1-2,32,11,1
WALWORTH,Village of WALWORTH Wards 1-3,32,11,1
WALWORTH,Village of WILLIAMS BAY Wards 1-4,32,11,1
JEFFERSON,City of FORT ATKINSON Wards 1-12,33,11,5
JEFFERSON,City of JEFFERSON Wards 1-10,33,11,5
JEFFERSON,CITY OF WHITEWATER Ward 13,33,11,5
JEFFERSON,CITY OF WHITEWATER Wards 11-12,33,11,5
JEFFERSON,Town of COLD SPRING Ward 1,33,11,5
JEFFERSON,Town of HEBRON Wards 1-2,33,11,5
JEFFERSON,Town of JEFFERSON Wards 1-4,33,11,5
JEFFERSON,Town of KOSHKONONG Wards 1-6,33,11,5
JEFFERSON,Town of OAKLAND Wards 1-4,33,11,5
JEFFERSON,Town of PALMYRA Wards 1-2,33,11,5
JEFFERSON,Town of SULLIVAN Wards 1-4,33,11,5
JEFFERSON,Town of SUMNER Ward 1,33,11,5
JEFFERSON,Village of PALMYRA Wards 1-2,33,11,5
JEFFERSON,Village of SULLIVAN Ward 1,33,11,5
ROCK,City of JANESVILLE Ward 17,33,11,1
ROCK,City of JANESVILLE Ward 21,33,11,1
ROCK,City of JANESVILLE Ward 23,33,11,1
ROCK,City of JANESVILLE Ward 25,33,11,1
ROCK,City of JANESVILLE Ward 29,33,11,1
ROCK,City of JANESVILLE Ward 32,33,11,1
ROCK,City of JANESVILLE Ward 35,33,11,1
ROCK,City of MILTON Wards 1-11,33,11,1
ROCK,Town of HARMONY Wards 1-3,33,11,1
ROCK,Town of LIMA Wards 1-2,33,11,1
ROCK,Town of MILTON Wards 1-5,33,11,1
ONEIDA,City of RHINELANDER Wards 1-3,34,12,7
ONEIDA,"City of RHINELANDER Wards 10,13",34,12,7
ONEIDA,"City of RHINELANDER Wards 14,16",34,12,7
ONEIDA,"City of RHINELANDER Wards 15,17",34,12,7
ONEIDA,City of RHINELANDER Wards 4-5,34,12,7
ONEIDA,"City of RHINELANDER Wards 6,11",34,12,7
ONEIDA,City of RHINELANDER Wards 7-8,34,12,7
ONEIDA,"City of RHINELANDER Wards 9,12",34,12,7
ONEIDA,Town of CASSIAN Wards 1-2,34,12,7
ONEIDA,Town of CRESCENT Wards 1-3,34,12,7
ONEIDA,Town of ENTERPRISE Ward 1,34,12,7
ONEIDA,Town of HAZELHURST Wards 1-2,34,12,7
ONEIDA,Town of LAKE TOMAHAWK Wards 1-2,34,12,7
ONEIDA,Town of LITTLE RICE Ward 1,34,12,7
ONEIDA,Town of LYNNE Ward 1,34,12,7
ONEIDA,Town of MINOCQUA Wards 1-7,34,12,7
ONEIDA,Town of MONICO Ward 1,34,12,7
ONEIDA,Town of NEWBOLD Ward 1,34,12,7
ONEIDA,Town of NEWBOLD Wards 2-4,34,12,7
ONEIDA,Town of PELICAN Wards 1-4,34,12,7
ONEIDA,Town of PIEHL Ward 1,34,12,7
ONEIDA,Town of PINE LAKE Wards 1-4,34,12,7
ONEIDA,Town of SCHOEPKE Ward 1,34,12,7
ONEIDA,Town of STELLA Wards 1-2,34,12,7
ONEIDA,Town of SUGAR CAMP Wards 1-2,34,12,7
ONEIDA,"Town of THREE LAKES Wards 1,2,3",34,12,7
ONEIDA,Town of WOODBORO Ward 1,34,12,7
ONEIDA,Town of WOODRUFF Wards 1-3,34,12,7
VILAS,City of EAGLE RIVER Wards 1-5,34,12,7
VILAS,Town of ARBOR VITAE Wards 1-7,34,12,7
VILAS,Town of BOULDER JUNCTION Wards 1-2,34,12,7
VILAS,Town of CLOVERLAND Wards 1-2,34,12,7
VILAS,Town of CONOVER Wards 1-2,34,12,7
VILAS,Town of LAC DU FLAMBEAU Wards 1-7,34,12,7
VILAS,Town of LAND O-LAKES Wards 1-2,34,12,7
VILAS,Town of LINCOLN Wards 1-5,34,12,7
VILAS,Town of MANITOWISH WATERS Ward 1,34,12,7
VILAS,Town of PHELPS Wards 1-2,34,12,7
VILAS,Town of PLUM LAKE Ward 1,34,12,7
VILAS,Town of PRESQUE ISLE Wards 1-2,34,12,7
VILAS,Town of ST. GERMAIN Wards 1-2,34,12,7
VILAS,Town of WASHINGTON Wards 1-3,34,12,7
VILAS,Town of WINCHESTER Ward 1,34,12,7
LANGLADE,City of ANTIGO Ward 1,35,12,7
LANGLADE,City of ANTIGO Ward 2,35,12,7
LANGLADE,City of ANTIGO Ward 3,35,12,7
LANGLADE,City of ANTIGO Ward 4,35,12,7
LANGLADE,City of ANTIGO Ward 5,35,12,7
LANGLADE,City of ANTIGO Ward 6,35,12,7
LANGLADE,City of ANTIGO Ward 7,35,12,7
LANGLADE,City of ANTIGO Ward 8,35,12,7
LANGLADE,City of ANTIGO Ward 9,35,12,7
LANGLADE,Town of ACKLEY Ward 1,35,12,7
LANGLADE,Town of AINSWORTH Ward 1,35,12,7
LANGLADE,Town of ANTIGO Wards 1-2,35,12,7
LANGLADE,Town of ELCHO Wards 1-2,35,12,7
LANGLADE,Town of EVERGREEN Ward 1,35,12,7
LANGLADE,Town of LANGLADE Wards 1-2,35,12,7
LANGLADE,Town of NEVA Ward 1,35,12,7
LANGLADE,Town of NORWOOD Ward 1,35,12,7
LANGLADE,Town of PARRISH Ward 1,35,12,7
LANGLADE,Town of PECK Wards 1-2,35,12,7
LANGLADE,Town of POLAR Wards 1-2,35,12,7
LANGLADE,Town of PRICE Wards 1-2,35,12,7
LANGLADE,Town of ROLLING Wards 1-2,35,12,7
LANGLADE,Town of SUMMIT Ward 1,35,12,7
LANGLADE,Town of UPHAM Wards 1-2,35,12,7
LANGLADE,Town of VILAS Ward 1,35,12,7
LANGLADE,Town of WOLF RIVER Wards 1-2,35,12,7
LANGLADE,Village of WHITE LAKE Ward 1,35,12,7
LINCOLN,City of MERRILL Ward 1,35,12,7
LINCOLN,City of MERRILL Ward 11,35,12,7
LINCOLN,City of MERRILL Ward 4,35,12,7
LINCOLN,"City of MERRILL Wards 2-3,15",35,12,7
LINCOLN,"City of MERRILL Wards 5,14",35,12,7
LINCOLN,"City of MERRILL Wards 6,12-13,16",35,12,7
LINCOLN,"City of MERRILL Wards 7,9",35,12,7
LINCOLN,"City of MERRILL Wards 8,10",35,12,7
LINCOLN,City of TOMAHAWK Wards 1-2,35,12,7
LINCOLN,City of TOMAHAWK Wards 3-4,35,12,7
LINCOLN,City of TOMAHAWK Wards 5-6,35,12,7
LINCOLN,Town of BIRCH Ward 1,35,12,7
LINCOLN,Town of BRADLEY Wards 1-5,35,12,7
LINCOLN,Town of CORNING Wards 1-2,35,12,7
LINCOLN,Town of HARDING Ward 1,35,12,7
LINCOLN,Town of HARRISON Wards 1-3,35,12,7
LINCOLN,Town of KING Wards 1-2,35,12,7
LINCOLN,"Town of MERRILL Wards 1,2,3,4,5",35,12,7
LINCOLN,Town of PINE RIVER Wards 1-4,35,12,7
LINCOLN,Town of ROCK FALLS Wards 1-2,35,12,7
LINCOLN,Town of RUSSELL Ward 1,35,12,7
LINCOLN,Town of SCHLEY Wards 1-2,35,12,7
LINCOLN,Town of SCOTT Wards 1-2,35,12,7
LINCOLN,Town of SKANAWAN Ward 1,35,12,7
LINCOLN,Town of SOMO Ward 1,35,12,7
LINCOLN,Town of TOMAHAWK Ward 1,35,12,7
LINCOLN,Town of WILSON Ward 1,35,12,7
MARATHON,Town of BERLIN Wards 1-2,35,12,7
MARATHON,Town of HARRISON Ward 1,35,12,7
MARATHON,Town of PLOVER Ward 1,35,12,7
MARATHON,VILLAGE OF BIRNAMWOOD Ward 2,35,12,7
OCONTO,Town of BREED Ward 1,35,12,8
OCONTO,Town of DOTY Ward 1,35,12,8
OCONTO,Town of LAKEWOOD Ward 1,35,12,8
OCONTO,Town of MOUNTAIN Ward 1,35,12,8
OCONTO,Town of RIVERVIEW Wards 1-2,35,12,8
OCONTO,Town of TOWNSEND Wards 1-2,35,12,8
ONEIDA,Town of NOKOMIS Wards 1-2,35,12,7
SHAWANO,Town of ALMON Ward 1,35,12,8
SHAWANO,Town of ANIWA Ward 1,35,12,8
SHAWANO,Town of BIRNAMWOOD Ward 1,35,12,8
SHAWANO,Town of HUTCHINS Ward 1,35,12,8
SHAWANO,Village of ANIWA Ward 1,35,12,8
SHAWANO,Village of BIRNAMWOOD Ward 1,35,12,8
SHAWANO,Village of ELAND Ward 1,35,12,8
SHAWANO,Village of MATTOON Ward 1,35,12,8
FLORENCE,Town of AURORA Wards 1-3,36,12,7
FLORENCE,Town of COMMONWEALTH Wards 1-4,36,12,7
FLORENCE,Town of FENCE Ward 1,36,12,7
FLORENCE,Town of FERN Ward 1,36,12,7
FLORENCE,Town of FLORENCE Wards 1-7,36,12,7
FLORENCE,Town of HOMESTEAD Ward 1,36,12,7
FLORENCE,Town of LONG LAKE Ward 1,36,12,7
FLORENCE,Town of TIPLER Ward 1,36,12,7
FOREST,City of CRANDON Wards 1-4,36,12,7
FOREST,Town of ALVIN Ward 1,36,12,7
FOREST,"Town of ARGONNE Wards 1,2",36,12,7
FOREST,Town of ARMSTRONG CREEK Ward 1,36,12,7
FOREST,Town of BLACKWELL Ward 1,36,12,7
FOREST,Town of CASWELL Ward 1,36,12,7
FOREST,"Town of CRANDON Wards 1,2",36,12,7
FOREST,Town of FREEDOM Ward 1,36,12,7
FOREST,Town of HILES Ward 1,36,12,7
FOREST,Town of LAONA Wards 1-4,36,12,7
FOREST,Town of LINCOLN Wards 1-5,36,12,7
FOREST,Town of NASHVILLE Wards 1-3,36,12,7
FOREST,Town of NASHVILLE Wards 4-5,36,12,7
FOREST,Town of POPPLE RIVER Ward 1,36,12,7
FOREST,Town of ROSS Ward 1,36,12,7
FOREST,"Town of WABENO Wards 1,2,3,4",36,12,7
MARINETTE,City of NIAGARA Wards 1-3,36,12,8
MARINETTE,Town of AMBERG Ward 1,36,12,8
MARINETTE,Town of ATHELSTANE Wards 1-2,36,12,8
MARINETTE,Town of BEAVER Wards 1-2,36,12,8
MARINETTE,Town of BEECHER Ward 1,36,12,8
MARINETTE,Town of DUNBAR Ward 1,36,12,8
MARINETTE,Town of GOODMAN Ward 1,36,12,8
MARINETTE,Town of LAKE Wards 1-2,36,12,8
MARINETTE,Town of MIDDLE INLET Wards 1-2,36,12,8
MARINETTE,Town of NIAGARA Ward 1,36,12,8
MARINETTE,Town of PEMBINE Wards 1-2,36,12,8
MARINETTE,Town of PORTERFIELD Wards 1-4,36,12,8
MARINETTE,Town of SILVER CLIFF Ward 1,36,12,8
MARINETTE,Town of STEPHENSON Wards 1-3,36,12,8
MARINETTE,Town of STEPHENSON Wards 4-6,36,12,8
MARINETTE,Town of WAGNER Ward 1,36,12,8
MARINETTE,Town of WAUSAUKEE Wards 1-2,36,12,8
MARINETTE,Village of CRIVITZ Wards 1-2,36,12,8
MARINETTE,Village of WAUSAUKEE Ward 1,36,12,8
MENOMINEE,Town of MENOMINEE Ward 2,36,12,8
MENOMINEE,"Town of MENOMINEE Wards 1,3-5",36,12,8
OCONTO,City of GILLETT Wards 1-3,36,12,8
OCONTO,City of OCONTO FALLS Wards 1-5,36,12,8
OCONTO,Town of BAGLEY Ward 1,36,12,8
OCONTO,"Town of BRAZEAU Wards 1,2",36,12,8
OCONTO,Town of CHASE Wards 1-5,36,12,8
OCONTO,Town of GILLETT Wards 1-2,36,12,8
OCONTO,Town of HOW Ward 1,36,12,8
OCONTO,Town of LENA Ward 1,36,12,8
OCONTO,Town of MAPLE VALLEY Ward 1,36,12,8
OCONTO,Town of MORGAN Wards 1-2,36,12,8
OCONTO,Town of OCONTO FALLS Wards 1-2,36,12,8
OCONTO,Town of SPRUCE Ward 1,36,12,8
OCONTO,Town of UNDERHILL Ward 1,36,12,8
OCONTO,Village of LENA Ward 1,36,12,8
OCONTO,Village of SURING Ward 1,36,12,8
SHAWANO,Town of BARTELME Ward 1,36,12,8
SHAWANO,Town of GREEN VALLEY Wards 1-2,36,12,8
SHAWANO,Town of RED SPRINGS Wards 1-2,36,12,8
SHAWANO,Town of WASHINGTON Wards 1-4,36,12,8
SHAWANO,Village of CECIL Ward 1,36,12,8
COLUMBIA,"City of COLUMBUS Wards 1-8,10",37,13,6
COLUMBIA,Town of COLUMBUS Ward 1,37,13,6
DANE,City of SUN PRAIRIE Ward 28,37,13,2
DANE,City of SUN PRAIRIE Ward 29,37,13,2
DANE,City of SUN PRAIRIE Ward 30,37,13,2
DANE,Town of BRISTOL Wards 1-5,37,13,2
DANE,Town of YORK Ward 1,37,13,2
DANE,Village of DEFOREST Wards 1-5,37,13,2
DANE,"Village of DEFOREST Wards 6-10,13",37,13,2
DANE,Village of Windsor Wards 1-5,37,13,2
DODGE,CITY OF COLUMBUS Ward 9,37,13,6
DODGE,CITY OF WATERTOWN Ward 8,37,13,5
DODGE,CITY OF WATERTOWN Wards 1-2,37,13,5
DODGE,CITY OF WATERTOWN Wards 3-4,37,13,5
DODGE,CITY OF WATERTOWN Wards 5-7,37,13,5
DODGE,Town of ASHIPPUN Wards 1-4,37,13,5
DODGE,Town of CLYMAN Ward 1,37,13,5
DODGE,Town of ELBA Wards 1-2,37,13,5
DODGE,Town of EMMET Wards 1-2,37,13,5
DODGE,Town of LEBANON Wards 1-3,37,13,5
DODGE,Town of LOWELL Wards 2-4,37,13,5
DODGE,Town of PORTLAND Wards 1-2,37,13,5
DODGE,Town of SHIELDS Ward 1,37,13,5
DODGE,Village of CLYMAN Ward 1,37,13,5
DODGE,Village of LOWELL Ward 1,37,13,5
DODGE,Village of REESEVILLE Ward 1,37,13,5
JEFFERSON,City of WATERTOWN Wards 11-13,37,13,5
JEFFERSON,City of WATERTOWN Wards 14-15,37,13,5
JEFFERSON,City of WATERTOWN Wards 16-17,37,13,5
JEFFERSON,City of WATERTOWN Wards 18-19,37,13,5
JEFFERSON,City of WATERTOWN Wards 20-22,37,13,5
JEFFERSON,City of WATERTOWN Wards 9-10,37,13,5
DANE,Town of CHRISTIANA Wards 1-2,38,13,2
DANE,Town of DEERFIELD Wards 1-2,38,13,2
DANE,Town of MEDINA Wards 1-2,38,13,2
DANE,Village of CAMBRIDGE Wards 2-3,38,13,2
DANE,Village of DEERFIELD Wards 1-3,38,13,2
DANE,Village of MARSHALL Wards 1-5,38,13,2
DANE,Village of ROCKDALE Ward 1,38,13,2
JEFFERSON,City of LAKE MILLS Wards 1-8,38,13,5
JEFFERSON,City of WATERLOO Wards 1-5,38,13,5
JEFFERSON,Town of AZTALAN Wards 1-3,38,13,5
JEFFERSON,"Town of CONCORD Wards 1,2",38,13,5
JEFFERSON,Town of FARMINGTON Wards 1-3,38,13,5
JEFFERSON,Town of IXONIA Wards 1-6,38,13,5
JEFFERSON,Town of LAKE MILLS Wards 1-3,38,13,5
JEFFERSON,Town of MILFORD Wards 1-2,38,13,5
JEFFERSON,Town of WATERLOO Ward 1,38,13,5
JEFFERSON,Town of WATERTOWN Wards 1-2,38,13,5
JEFFERSON,VILLAGE OF CAMBRIDGE Ward 1,38,13,5
JEFFERSON,Village of JOHNSON CREEK Wards 1-4,38,13,5
WAUKESHA,"City of OCONOMOWOC Wards 1,2,3",38,13,5
WAUKESHA,City of OCONOMOWOC Wards 10-12,38,13,5
WAUKESHA,City of OCONOMOWOC Wards 4-6,38,13,5
WAUKESHA,"City of OCONOMOWOC Wards 7,8,9",38,13,5
COLUMBIA,Town of COURTLAND Ward 1,39,13,6
COLUMBIA,Town of FOUNTAIN PRAIRIE Wards 1-2,39,13,6
COLUMBIA,Town of HAMPDEN Ward 1,39,13,6
COLUMBIA,Town of OTSEGO Ward 1,39,13,6
COLUMBIA,Village of DOYLESTOWN Ward 1,39,13,6
COLUMBIA,Village of FALL RIVER Wards 1-2,39,13,6
DODGE,City of BEAVER DAM Ward 25,39,13,5
DODGE,City of BEAVER DAM Ward 26,39,13,5
DODGE,"City of BEAVER DAM Wards 1-2,4,16",39,13,6
DODGE,"City of BEAVER DAM Wards 17-18,21-22,24",39,13,6
DODGE,"City of BEAVER DAM Wards 3,5-7",39,13,6
DODGE,"City of BEAVER DAM Wards 8,11,19-20,23",39,13,6
DODGE,"City of BEAVER DAM Wards 9-10,12-15",39,13,6
DODGE,City of HORICON Wards 1-6,39,13,5
DODGE,City of JUNEAU Wards 1-3,39,13,5
DODGE,City of MAYVILLE Wards 1-6,39,13,6
DODGE,"Town of BEAVER DAM Wards 1-2,7-12",39,13,6
DODGE,Town of BEAVER DAM Wards 3-6,39,13,5
DODGE,Town of BURNETT Wards 1-2,39,13,6
DODGE,Town of CALAMUS Wards 1-2,39,13,5
DODGE,Town of HERMAN Wards 1-2,39,13,5
DODGE,Town of HUBBARD Wards 1-2,39,13,5
DODGE,Town of HUSTISFORD Wards 1-2,39,13,5
DODGE,Town of LEROY Wards 1-2,39,13,6
DODGE,Town of LOMIRA Ward 3,39,13,5
DODGE,Town of LOMIRA Wards 1-2,39,13,6
DODGE,Town of LOWELL Ward 1,39,13,5
DODGE,Town of OAK GROVE Wards 1-2,39,13,5
DODGE,Town of RUBICON Wards 1-3,39,13,5
DODGE,"Town of THERESA Wards 1,4",39,13,6
DODGE,Town of THERESA Wards 2-3,39,13,5
DODGE,Town of WESTFORD Ward 4,39,13,5
DODGE,Town of WESTFORD Wards 1-3,39,13,6
DODGE,Town of WILLIAMSTOWN Ward 1,39,13,6
DODGE,Village of BROWNSVILLE Ward 1,39,13,6
DODGE,Village of HUSTISFORD Wards 1-2,39,13,5
DODGE,Village of IRON RIDGE Ward 1,39,13,5
DODGE,Village of KEKOSKEE Wards 1-2,39,13,6
DODGE,Village of LOMIRA Wards 1-3,39,13,6
DODGE,Village of NEOSHO Ward 1,39,13,5
DODGE,Village of THERESA Wards 1-3,39,13,6
OUTAGAMIE,CITY OF NEW LONDON Wards 10-11,40,14,8
OUTAGAMIE,Town of MAPLE CREEK Ward 1,40,14,8
SHAWANO,CITY OF MARION Ward 4,40,14,8
WAUPACA,City of CLINTONVILLE Wards 1-8,40,14,8
WAUPACA,City of MANAWA Wards 1-3,40,14,8
WAUPACA,City of MARION Wards 1-3,40,14,8
WAUPACA,City of NEW LONDON Wards 1-2,40,14,8
WAUPACA,"City of NEW LONDON Wards 3,5",40,14,8
WAUPACA,"City of NEW LONDON Wards 4,8-9",40,14,8
WAUPACA,City of NEW LONDON Wards 6-7,40,14,8
WAUPACA,"City of WAUPACA Wards 1,2,3,4,5,6,7,8,9,10",40,14,8
WAUPACA,City of WEYAUWEGA Wards 1-4,40,14,8
WAUPACA,Town of BEAR CREEK Ward 1,40,14,8
WAUPACA,Town of CALEDONIA Wards 1-2,40,14,8
WAUPACA,Town of DAYTON Wards 1-4,40,14,8
WAUPACA,Town of DUPONT Wards 1-2,40,14,8
WAUPACA,Town of FARMINGTON Wards 1-6,40,14,8
WAUPACA,Town of FREMONT Wards 1-2,40,14,8
WAUPACA,Town of HARRISON Ward 1,40,14,8
WAUPACA,Town of HELVETIA Wards 1-2,40,14,8
WAUPACA,Town of IOLA Wards 1-2,40,14,8
WAUPACA,"Town of LARRABEE Wards 1,2",40,14,8
WAUPACA,Town of LEBANON Wards 1-3,40,14,8
WAUPACA,Town of LIND Wards 1-3,40,14,8
WAUPACA,Town of LITTLE WOLF Wards 1-3,40,14,8
WAUPACA,Town of MUKWA Wards 1-2,40,14,8
WAUPACA,Town of MUKWA Wards 3-5,40,14,8
WAUPACA,Town of ROYALTON Wards 1-3,40,14,8
WAUPACA,Town of SAINT LAWRENCE Wards 1-2,40,14,8
WAUPACA,Town of SCANDINAVIA Wards 1-2,40,14,8
WAUPACA,Town of UNION Wards 1-2,40,14,8
WAUPACA,Town of WAUPACA Wards 1-2,40,14,8
WAUPACA,Town of WEYAUWEGA Ward 1,40,14,8
WAUPACA,Town of WYOMING Ward 1,40,14,8
WAUPACA,Village of BIG FALLS Ward 1,40,14,8
WAUPACA,Village of FREMONT Wards 1-2,40,14,8
WAUPACA,Village of IOLA Wards 1-2,40,14,8
WAUPACA,Village of OGDENSBURG Ward 1,40,14,8
WAUPACA,Village of SCANDINAVIA Ward 1,40,14,8
WAUSHARA,Town of BLOOMFIELD Wards 1-2,40,14,6
WAUSHARA,Town of LEON Wards 1-4,40,14,6
WAUSHARA,Town of POY SIPPI Ward 1,40,14,6
WAUSHARA,Town of SAXEVILLE Ward 1,40,14,6
WAUSHARA,Town of SPRINGWATER Wards 1-2,40,14,6
WAUSHARA,Town of WARREN Wards 1-2,40,14,6
ADAMS,City of ADAMS Wards 1-5,41,14,3
ADAMS,"CITY OF WISCONSIN DELLS Wards 5,9",41,14,3
ADAMS,Town of ADAMS Wards 1-3,41,14,3
ADAMS,"Town of DELL PRAIRIE Wards 1,2",41,14,3
ADAMS,Town of EASTON Ward 1,41,14,3
ADAMS,Town of JACKSON Wards 1-2,41,14,3
ADAMS,Town of LINCOLN Ward 1,41,14,3
ADAMS,Town of NEW CHESTER Wards 1-3,41,14,3
ADAMS,Town of NEW HAVEN Ward 1,41,14,3
ADAMS,"Town of QUINCY Wards 1,2",41,14,3
ADAMS,Town of SPRINGVILLE Wards 1-2,41,14,3
ADAMS,Village of FRIENDSHIP Ward 1,41,14,3
COLUMBIA,City of PORTAGE Wards 1-3,41,14,6
COLUMBIA,City of PORTAGE Wards 4-6,41,14,6
COLUMBIA,City of PORTAGE Wards 7-10,41,14,6
COLUMBIA,"City of WISCONSIN DELLS Wards 1-3,6",41,14,6
COLUMBIA,Town of LEWISTON Wards 1-3,41,14,6
COLUMBIA,Town of NEWPORT Ward 1,41,14,6
GREEN LAKE,City of BERLIN Wards 1-6,41,14,6
GREEN LAKE,City of GREEN LAKE Wards 1-4,41,14,6
GREEN LAKE,City of PRINCETON Wards 1-4,41,14,6
GREEN LAKE,Town of BERLIN Wards 1-3,41,14,6
GREEN LAKE,Town of BROOKLYN Wards 1-3,41,14,6
GREEN LAKE,"Town of PRINCETON Wards 1,2,3",41,14,6
GREEN LAKE,Town of SENECA Ward 1,41,14,6
GREEN LAKE,Town of ST. MARIE Ward 1,41,14,6
JUNEAU,CITY OF WISCONSIN DELLS Ward 7,41,14,3
MARQUETTE,Town of CRYSTAL LAKE Ward 1,41,14,6
MARQUETTE,Town of DOUGLAS Ward 1,41,14,6
MARQUETTE,Town of HARRIS Ward 1,41,14,6
MARQUETTE,Town of MECAN Ward 1,41,14,6
MARQUETTE,Town of NESHKORO Wards 1-2,41,14,6
MARQUETTE,Town of NEWTON Wards 1-2,41,14,6
